danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.752,audio_features,5jSz894ljfWE0IcHBSM39i,spotify:track:5jSz894ljfWE0IcHBSM39i,https://api.spotify.com/v1/tracks/5jSz894ljfWE0IcHBSM39i,https://api.spotify.com/v1/audio-analysis/5jSz894ljfWE0IcHBSM39i,215173,4
0.765,0.437,4,-10.122,0,0.0727,0.0271,1.31e-06,0.167,0.498,92.402,audio_features,2HAVFycrhtbmLxyyxpm6JI,spotify:track:2HAVFycrhtbmLxyyxpm6JI,https://api.spotify.com/v1/tracks/2HAVFycrhtbmLxyyxpm6JI,https://api.spotify.com/v1/audio-analysis/2HAVFycrhtbmLxyyxpm6JI,290293,4
0.704,0.885,11,-7.675,1,0.0304,0.00768,0.0031,0.0709,0.943,109.983,audio_features,7eNAowKTrbxWPgatkRgsTc,spotify:track:7eNAowKTrbxWPgatkRgsTc,https://api.spotify.com/v1/tracks/7eNAowKTrbxWPgatkRgsTc,https://api.spotify.com/v1/audio-analysis/7eNAowKTrbxWPgatkRgsTc,250387,4
0.779,0.834,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,audio_features,7JKEA8xYDoFp4q0QBW2PGg,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,https://api.spotify.com/v1/tracks/7JKEA8xYDoFp4q0QBW2PGg,https://api.spotify.com/v1/audio-analysis/7JKEA8xYDoFp4q0QBW2PGg,198347,4
0.75,0.698,5,-6.126,0,0.0447,0.415,0.0,0.105,0.782,93.042,audio_features,0O1h6Jg8uCliM6K77Eos1q,spotify:track:0O1h6Jg8uCliM6K77Eos1q,https://api.spotify.com/v1/tracks/0O1h6Jg8uCliM6K77Eos1q,https://api.spotify.com/v1/audio-analysis/0O1h6Jg8uCliM6K77Eos1q,161969,4
0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,audio_features,02XnQdf7sipaKBBHixz3Zp,spotify:track:02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/tracks/02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/audio-analysis/02XnQdf7sipaKBBHixz3Zp,208307,4
0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,audio_features,2fTsFCKRFQ5M0igJgabnLA,spotify:track:2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/tracks/2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/audio-analysis/2fTsFCKRFQ5M0igJgabnLA,223053,4
0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,audio_features,2fQxE0jVrjNMT9oJAXtSJR,spotify:track:2fQxE0jVrjNMT9oJAXtSJR,https://api.spotify.com/v1/tracks/2fQxE0jVrjNMT9oJAXtSJR,https://api.spotify.com/v1/audio-analysis/2fQxE0jVrjNMT9oJAXtSJR,231840,4
0.73,0.775,1,-4.821,1,0.0782,0.17,0.0,0.29,0.92,120.053,audio_features,7n9bPHZvl5UvmLPhNjUH1C,spotify:track:7n9bPHZvl5UvmLPhNjUH1C,https://api.spotify.com/v1/tracks/7n9bPHZvl5UvmLPhNjUH1C,https://api.spotify.com/v1/audio-analysis/7n9bPHZvl5UvmLPhNjUH1C,206500,4
0.687,0.716,10,-6.631,0,0.341,0.000975,0.0,0.127,0.538,94.838,audio_features,5p93CwIbYBCWQF1xRVYWGT,spotify:track:5p93CwIbYBCWQF1xRVYWGT,https://api.spotify.com/v1/tracks/5p93CwIbYBCWQF1xRVYWGT,https://api.spotify.com/v1/audio-analysis/5p93CwIbYBCWQF1xRVYWGT,236069,4
0.765,0.772,5,-7.794,1,0.0739,0.155,0.0,0.46,0.955,83.991,audio_features,7nRbvkokbGoklmK255bVuY,spotify:track:7nRbvkokbGoklmK255bVuY,https://api.spotify.com/v1/tracks/7nRbvkokbGoklmK255bVuY,https://api.spotify.com/v1/audio-analysis/7nRbvkokbGoklmK255bVuY,117427,4
0.627,0.198,6,-19.805,1,0.934,0.576,0.0,0.293,0.399,165.862,audio_features,6z4qThYByGBpkfZJCm3UqQ,spotify:track:6z4qThYByGBpkfZJCm3UqQ,https://api.spotify.com/v1/tracks/6z4qThYByGBpkfZJCm3UqQ,https://api.spotify.com/v1/audio-analysis/6z4qThYByGBpkfZJCm3UqQ,129093,4
0.729,0.76,2,-7.405,0,0.0358,0.0183,0.00249,0.0392,0.546,120.031,audio_features,1xIYx9XrkjOtmEUpBTP4GU,spotify:track:1xIYx9XrkjOtmEUpBTP4GU,https://api.spotify.com/v1/tracks/1xIYx9XrkjOtmEUpBTP4GU,https://api.spotify.com/v1/audio-analysis/1xIYx9XrkjOtmEUpBTP4GU,217573,4
0.62,0.564,5,-13.028,1,0.0397,0.293,0.0,0.144,0.781,93.955,audio_features,5Bp1xQqDYcpYTXf8seDIiC,spotify:track:5Bp1xQqDYcpYTXf8seDIiC,https://api.spotify.com/v1/tracks/5Bp1xQqDYcpYTXf8seDIiC,https://api.spotify.com/v1/audio-analysis/5Bp1xQqDYcpYTXf8seDIiC,258333,4
0.663,0.655,4,-5.323,0,0.0619,0.61,0.0,0.208,0.588,143.971,audio_features,69AoGCrqDo2Ycj3Wm27NxM,spotify:track:69AoGCrqDo2Ycj3Wm27NxM,https://api.spotify.com/v1/tracks/69AoGCrqDo2Ycj3Wm27NxM,https://api.spotify.com/v1/audio-analysis/69AoGCrqDo2Ycj3Wm27NxM,222213,4
0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,audio_features,4wAJ8aQ9Ufj9ylfWESkrDL,spotify:track:4wAJ8aQ9Ufj9ylfWESkrDL,https://api.spotify.com/v1/tracks/4wAJ8aQ9Ufj9ylfWESkrDL,https://api.spotify.com/v1/audio-analysis/4wAJ8aQ9Ufj9ylfWESkrDL,195240,4
0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,audio_features,6mHOcVtsHLMuesJkswc0GZ,spotify:track:6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,251253,4
0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,audio_features,1h2xVEoJORqrg71HocgqXd,spotify:track:1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/tracks/1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/audio-analysis/1h2xVEoJORqrg71HocgqXd,245493,4
0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,audio_features,0jWgAnTrNZmOGmqgvHhZEm,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,295533,4
0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,audio_features,3H7ihDc1dqLriiWXwsc2po,spotify:track:3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/tracks/3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/audio-analysis/3H7ihDc1dqLriiWXwsc2po,166794,4
0.736,0.904,6,-2.953,0,0.0552,0.074,3.27e-06,0.11,0.549,105.021,audio_features,7xdiXcJgNfDsergXOa3gTH,spotify:track:7xdiXcJgNfDsergXOa3gTH,https://api.spotify.com/v1/tracks/7xdiXcJgNfDsergXOa3gTH,https://api.spotify.com/v1/audio-analysis/7xdiXcJgNfDsergXOa3gTH,220437,4
0.734,0.818,10,-6.532,1,0.0415,0.107,0.0594,0.146,0.198,120.006,audio_features,5EaRvSilFlpBTuv9uTh8bI,spotify:track:5EaRvSilFlpBTuv9uTh8bI,https://api.spotify.com/v1/tracks/5EaRvSilFlpBTuv9uTh8bI,https://api.spotify.com/v1/audio-analysis/5EaRvSilFlpBTuv9uTh8bI,185599,4
0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,audio_features,51lsOIdizBjiI8z2YKjrA2,spotify:track:51lsOIdizBjiI8z2YKjrA2,https://api.spotify.com/v1/tracks/51lsOIdizBjiI8z2YKjrA2,https://api.spotify.com/v1/audio-analysis/51lsOIdizBjiI8z2YKjrA2,222041,4
0.645,0.835,3,-4.374,0,0.045,0.0487,1.16e-05,0.0947,0.438,121.997,audio_features,6ESkvrWf0jzOKkLTjIWvyT,spotify:track:6ESkvrWf0jzOKkLTjIWvyT,https://api.spotify.com/v1/tracks/6ESkvrWf0jzOKkLTjIWvyT,https://api.spotify.com/v1/audio-analysis/6ESkvrWf0jzOKkLTjIWvyT,170496,4
0.449,0.555,0,-10.438,1,0.0367,0.278,3.41e-05,0.485,0.707,148.233,audio_features,7qw4wVS3qCP5U4RPIxTKHL,spotify:track:7qw4wVS3qCP5U4RPIxTKHL,https://api.spotify.com/v1/tracks/7qw4wVS3qCP5U4RPIxTKHL,https://api.spotify.com/v1/audio-analysis/7qw4wVS3qCP5U4RPIxTKHL,226707,4
0.775,0.563,6,-8.225,0,0.0815,0.119,0.0,0.155,0.786,122.269,audio_features,3y540Z9QFePg2CyZYWZMyI,spotify:track:3y540Z9QFePg2CyZYWZMyI,https://api.spotify.com/v1/tracks/3y540Z9QFePg2CyZYWZMyI,https://api.spotify.com/v1/audio-analysis/3y540Z9QFePg2CyZYWZMyI,230800,4
0.655,0.675,1,-9.352,1,0.0599,0.272,0.0236,0.727,0.587,77.589,audio_features,423hwXFgoN8RYmqLoLuVvY,spotify:track:423hwXFgoN8RYmqLoLuVvY,https://api.spotify.com/v1/tracks/423hwXFgoN8RYmqLoLuVvY,https://api.spotify.com/v1/audio-analysis/423hwXFgoN8RYmqLoLuVvY,427800,4
0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,audio_features,5O4erNlJ74PIF6kGol1ZrC,spotify:track:5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/audio-analysis/5O4erNlJ74PIF6kGol1ZrC,237000,4
0.807,0.487,9,-10.456,1,0.0758,0.0102,1.98e-06,0.0501,0.651,148.491,audio_features,1P49MJhU5vzttesFxw3dOM,spotify:track:1P49MJhU5vzttesFxw3dOM,https://api.spotify.com/v1/tracks/1P49MJhU5vzttesFxw3dOM,https://api.spotify.com/v1/audio-analysis/1P49MJhU5vzttesFxw3dOM,180267,4
0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,audio_features,7BfW1eoDh27W69nxsmRicb,spotify:track:7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/tracks/7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/audio-analysis/7BfW1eoDh27W69nxsmRicb,255840,4
0.797,0.574,10,-7.268,1,0.373,0.229,0.0,0.0602,0.814,78.183,audio_features,0q5giEtY4wsFTwjWqswLwx,spotify:track:0q5giEtY4wsFTwjWqswLwx,https://api.spotify.com/v1/tracks/0q5giEtY4wsFTwjWqswLwx,https://api.spotify.com/v1/audio-analysis/0q5giEtY4wsFTwjWqswLwx,197573,4
0.751,0.463,9,-10.96,1,0.104,0.642,0.208,0.0314,0.926,150.191,audio_features,4FNm4ZJaUVLDCMXcqwS6zY,spotify:track:4FNm4ZJaUVLDCMXcqwS6zY,https://api.spotify.com/v1/tracks/4FNm4ZJaUVLDCMXcqwS6zY,https://api.spotify.com/v1/audio-analysis/4FNm4ZJaUVLDCMXcqwS6zY,330760,4
0.824,0.522,10,-8.567,1,0.0384,0.0159,3.12e-06,0.105,0.581,126.238,audio_features,1efuoLEUL1K0D96d63svRO,spotify:track:1efuoLEUL1K0D96d63svRO,https://api.spotify.com/v1/tracks/1efuoLEUL1K0D96d63svRO,https://api.spotify.com/v1/audio-analysis/1efuoLEUL1K0D96d63svRO,177440,4
0.73,0.508,0,-9.575,0,0.319,0.0716,0.0,0.0605,0.936,76.494,audio_features,2BSwGHTh4kmckqXQfaCaAp,spotify:track:2BSwGHTh4kmckqXQfaCaAp,https://api.spotify.com/v1/tracks/2BSwGHTh4kmckqXQfaCaAp,https://api.spotify.com/v1/audio-analysis/2BSwGHTh4kmckqXQfaCaAp,172200,4
0.797,0.644,8,-9.253,1,0.188,0.338,6.51e-05,0.0592,0.706,96.87,audio_features,60e5PcqGmlVFQ0HHgUagCJ,spotify:track:60e5PcqGmlVFQ0HHgUagCJ,https://api.spotify.com/v1/tracks/60e5PcqGmlVFQ0HHgUagCJ,https://api.spotify.com/v1/audio-analysis/60e5PcqGmlVFQ0HHgUagCJ,280467,4
0.83,0.463,8,-11.644,1,0.335,0.0292,1.58e-05,0.0589,0.779,78.876,audio_features,2jvoqPDIsm5rHRLgxstX15,spotify:track:2jvoqPDIsm5rHRLgxstX15,https://api.spotify.com/v1/tracks/2jvoqPDIsm5rHRLgxstX15,https://api.spotify.com/v1/audio-analysis/2jvoqPDIsm5rHRLgxstX15,256240,4
0.671,0.256,7,-10.743,1,0.0387,0.608,0.0,0.0737,0.694,115.871,audio_features,26PwuMotZqcczKLHi4Htz3,spotify:track:26PwuMotZqcczKLHi4Htz3,https://api.spotify.com/v1/tracks/26PwuMotZqcczKLHi4Htz3,https://api.spotify.com/v1/audio-analysis/26PwuMotZqcczKLHi4Htz3,233560,4
0.779,0.418,7,-9.207,1,0.188,0.00333,0.000138,0.252,0.425,127.942,audio_features,5Uv1YNz6uBepPLDdoFANKQ,spotify:track:5Uv1YNz6uBepPLDdoFANKQ,https://api.spotify.com/v1/tracks/5Uv1YNz6uBepPLDdoFANKQ,https://api.spotify.com/v1/audio-analysis/5Uv1YNz6uBepPLDdoFANKQ,271000,4
0.869,0.735,7,-8.501,1,0.0552,0.0296,0.00339,0.163,0.944,132.821,audio_features,7gyofqkoo3SXo58Iio4eu7,spotify:track:7gyofqkoo3SXo58Iio4eu7,https://api.spotify.com/v1/tracks/7gyofqkoo3SXo58Iio4eu7,https://api.spotify.com/v1/audio-analysis/7gyofqkoo3SXo58Iio4eu7,460227,4
0.937,0.472,11,-11.029,0,0.3,0.138,4.91e-05,0.117,0.745,123.674,audio_features,0mtRsLLBnXSlrst4eZaMhk,spotify:track:0mtRsLLBnXSlrst4eZaMhk,https://api.spotify.com/v1/tracks/0mtRsLLBnXSlrst4eZaMhk,https://api.spotify.com/v1/audio-analysis/0mtRsLLBnXSlrst4eZaMhk,211000,4
0.812,0.638,6,-8.116,0,0.0613,0.0219,0.161,0.0856,0.905,135.165,audio_features,1WgOedf4pKmgepml1CMW6o,spotify:track:1WgOedf4pKmgepml1CMW6o,https://api.spotify.com/v1/tracks/1WgOedf4pKmgepml1CMW6o,https://api.spotify.com/v1/audio-analysis/1WgOedf4pKmgepml1CMW6o,412027,4
0.719,0.515,10,-9.72,1,0.348,0.0912,0.0,0.0791,0.927,76.518,audio_features,2iSXgduBpKrwJuQcuybkxP,spotify:track:2iSXgduBpKrwJuQcuybkxP,https://api.spotify.com/v1/tracks/2iSXgduBpKrwJuQcuybkxP,https://api.spotify.com/v1/audio-analysis/2iSXgduBpKrwJuQcuybkxP,172933,4
0.76,0.462,9,-11.003,1,0.103,0.621,0.32,0.0758,0.905,146.655,audio_features,3sqZDdEO5viqNqMCNem5m5,spotify:track:3sqZDdEO5viqNqMCNem5m5,https://api.spotify.com/v1/tracks/3sqZDdEO5viqNqMCNem5m5,https://api.spotify.com/v1/audio-analysis/3sqZDdEO5viqNqMCNem5m5,332400,4
0.658,0.606,11,-8.745,0,0.422,0.516,0.000862,0.985,0.625,79.3,audio_features,0AVoN1sDSUDc7epF3bXZCa,spotify:track:0AVoN1sDSUDc7epF3bXZCa,https://api.spotify.com/v1/tracks/0AVoN1sDSUDc7epF3bXZCa,https://api.spotify.com/v1/audio-analysis/0AVoN1sDSUDc7epF3bXZCa,464333,4
0.918,0.37,11,-11.807,0,0.0564,0.0184,0.00166,0.0802,0.49,131.884,audio_features,2eHOlLD5glnSYlfWXYGTbd,spotify:track:2eHOlLD5glnSYlfWXYGTbd,https://api.spotify.com/v1/tracks/2eHOlLD5glnSYlfWXYGTbd,https://api.spotify.com/v1/audio-analysis/2eHOlLD5glnSYlfWXYGTbd,213920,4
0.574,0.765,6,-7.153,0,0.0593,0.00408,0.029,0.965,0.565,137.241,audio_features,5AEOXmZkhtcdfEFtvVsz8z,spotify:track:5AEOXmZkhtcdfEFtvVsz8z,https://api.spotify.com/v1/tracks/5AEOXmZkhtcdfEFtvVsz8z,https://api.spotify.com/v1/audio-analysis/5AEOXmZkhtcdfEFtvVsz8z,447573,4
0.774,0.531,11,-7.176,0,0.0446,0.0595,0.0,0.0409,0.966,142.001,audio_features,1CAEHafiiJKjp6t9hfYX7f,spotify:track:1CAEHafiiJKjp6t9hfYX7f,https://api.spotify.com/v1/tracks/1CAEHafiiJKjp6t9hfYX7f,https://api.spotify.com/v1/audio-analysis/1CAEHafiiJKjp6t9hfYX7f,242333,4
0.734,0.631,5,-6.887,1,0.098,0.258,2.4e-06,0.0752,0.962,141.478,audio_features,6lmLUNd7mcyYqKcg6EIAOu,spotify:track:6lmLUNd7mcyYqKcg6EIAOu,https://api.spotify.com/v1/tracks/6lmLUNd7mcyYqKcg6EIAOu,https://api.spotify.com/v1/audio-analysis/6lmLUNd7mcyYqKcg6EIAOu,271023,4
0.727,0.795,6,-5.226,0,0.115,0.533,0.000105,0.71,0.772,139.57,audio_features,7HrXkDaGGJ7U5ZmFfFugdD,spotify:track:7HrXkDaGGJ7U5ZmFfFugdD,https://api.spotify.com/v1/tracks/7HrXkDaGGJ7U5ZmFfFugdD,https://api.spotify.com/v1/audio-analysis/7HrXkDaGGJ7U5ZmFfFugdD,393480,4
0.901,0.478,0,-7.39,1,0.237,0.12,1.05e-05,0.165,0.828,121.244,audio_features,3Ui4BMHapr00Iul1kB7lHC,spotify:track:3Ui4BMHapr00Iul1kB7lHC,https://api.spotify.com/v1/tracks/3Ui4BMHapr00Iul1kB7lHC,https://api.spotify.com/v1/audio-analysis/3Ui4BMHapr00Iul1kB7lHC,231773,4
0.939,0.65,9,-8.282,0,0.0615,0.00557,0.0,0.0429,0.968,134.727,audio_features,5JqCmd41S3PZ2AS6GuHqcR,spotify:track:5JqCmd41S3PZ2AS6GuHqcR,https://api.spotify.com/v1/tracks/5JqCmd41S3PZ2AS6GuHqcR,https://api.spotify.com/v1/audio-analysis/5JqCmd41S3PZ2AS6GuHqcR,207773,4
0.904,0.33,0,-11.117,1,0.124,0.181,0.0254,0.0471,0.7,130.688,audio_features,2wFw6mZzzABL9gktquq7I5,spotify:track:2wFw6mZzzABL9gktquq7I5,https://api.spotify.com/v1/tracks/2wFw6mZzzABL9gktquq7I5,https://api.spotify.com/v1/audio-analysis/2wFw6mZzzABL9gktquq7I5,327133,4
0.932,0.611,9,-8.278,1,0.0853,0.0901,0.00156,0.0467,0.77,125.238,audio_features,5ApfJDLibIoWL0mRZ5uOKu,spotify:track:5ApfJDLibIoWL0mRZ5uOKu,https://api.spotify.com/v1/tracks/5ApfJDLibIoWL0mRZ5uOKu,https://api.spotify.com/v1/audio-analysis/5ApfJDLibIoWL0mRZ5uOKu,231267,4
0.755,0.57,0,-7.334,1,0.0995,0.586,0.0,0.993,0.877,134.436,audio_features,6AN6ciH6HnEc9DviPYabny,spotify:track:6AN6ciH6HnEc9DviPYabny,https://api.spotify.com/v1/tracks/6AN6ciH6HnEc9DviPYabny,https://api.spotify.com/v1/audio-analysis/6AN6ciH6HnEc9DviPYabny,295733,4
0.904,0.431,11,-10.14,0,0.116,0.191,0.00179,0.0928,0.751,127.57,audio_features,2qmHhaOmlcKDeGfipGhF1j,spotify:track:2qmHhaOmlcKDeGfipGhF1j,https://api.spotify.com/v1/tracks/2qmHhaOmlcKDeGfipGhF1j,https://api.spotify.com/v1/audio-analysis/2qmHhaOmlcKDeGfipGhF1j,175627,4
0.598,0.772,7,-8.444,1,0.0646,0.108,2.84e-05,0.269,0.875,76.276,audio_features,6C9EFUuUajcETapx1hnE8T,spotify:track:6C9EFUuUajcETapx1hnE8T,https://api.spotify.com/v1/tracks/6C9EFUuUajcETapx1hnE8T,https://api.spotify.com/v1/audio-analysis/6C9EFUuUajcETapx1hnE8T,469653,4
0.504,0.301,8,-14.982,1,0.22,0.0552,6.37e-06,0.0849,0.554,161.031,audio_features,5AMy058KlCyQfHK6Mim42N,spotify:track:5AMy058KlCyQfHK6Mim42N,https://api.spotify.com/v1/tracks/5AMy058KlCyQfHK6Mim42N,https://api.spotify.com/v1/audio-analysis/5AMy058KlCyQfHK6Mim42N,205253,4
0.715,0.598,6,-7.912,0,0.0403,0.0113,0.00058,0.197,0.779,142.386,audio_features,7jzdw79XZtbF2HcX4ofHge,spotify:track:7jzdw79XZtbF2HcX4ofHge,https://api.spotify.com/v1/tracks/7jzdw79XZtbF2HcX4ofHge,https://api.spotify.com/v1/audio-analysis/7jzdw79XZtbF2HcX4ofHge,193587,4
0.766,0.429,0,-11.912,1,0.125,0.121,0.0,0.0619,0.725,91.392,audio_features,6xbtDXk8utIS8rOWD0X9XA,spotify:track:6xbtDXk8utIS8rOWD0X9XA,https://api.spotify.com/v1/tracks/6xbtDXk8utIS8rOWD0X9XA,https://api.spotify.com/v1/audio-analysis/6xbtDXk8utIS8rOWD0X9XA,261840,4
0.831,0.687,4,-5.08,0,0.219,0.073,4.58e-06,0.273,0.549,95.664,audio_features,196bjfNXvEDkODWVjq2RRN,spotify:track:196bjfNXvEDkODWVjq2RRN,https://api.spotify.com/v1/tracks/196bjfNXvEDkODWVjq2RRN,https://api.spotify.com/v1/audio-analysis/196bjfNXvEDkODWVjq2RRN,258627,4
0.733,0.668,2,-5.3,1,0.0685,0.0137,1.57e-06,0.0393,0.713,83.11,audio_features,7I1fHMDNlHobS8SBUJAUDt,spotify:track:7I1fHMDNlHobS8SBUJAUDt,https://api.spotify.com/v1/tracks/7I1fHMDNlHobS8SBUJAUDt,https://api.spotify.com/v1/audio-analysis/7I1fHMDNlHobS8SBUJAUDt,346333,4
0.805,0.77,7,-9.314,1,0.0492,0.00999,0.0496,0.0898,0.46,125.978,audio_features,3ewLLnBCeRjtHrCUpvVwpF,spotify:track:3ewLLnBCeRjtHrCUpvVwpF,https://api.spotify.com/v1/tracks/3ewLLnBCeRjtHrCUpvVwpF,https://api.spotify.com/v1/audio-analysis/3ewLLnBCeRjtHrCUpvVwpF,4411429,4
0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,audio_features,06KyNuuMOX1ROXRhj787tj,spotify:track:06KyNuuMOX1ROXRhj787tj,https://api.spotify.com/v1/tracks/06KyNuuMOX1ROXRhj787tj,https://api.spotify.com/v1/audio-analysis/06KyNuuMOX1ROXRhj787tj,217707,4
0.543,0.691,10,-6.403,0,0.0425,0.107,0.0,0.218,0.335,100.014,audio_features,7kUtJKGZzLNgIkq1Galkt0,spotify:track:7kUtJKGZzLNgIkq1Galkt0,https://api.spotify.com/v1/tracks/7kUtJKGZzLNgIkq1Galkt0,https://api.spotify.com/v1/audio-analysis/7kUtJKGZzLNgIkq1Galkt0,170213,4
0.569,0.747,9,-4.472,1,0.302,0.00293,0.000118,0.0418,0.364,199.847,audio_features,1wUwBFY3mb2nQ6iRDQwYY2,spotify:track:1wUwBFY3mb2nQ6iRDQwYY2,https://api.spotify.com/v1/tracks/1wUwBFY3mb2nQ6iRDQwYY2,https://api.spotify.com/v1/audio-analysis/1wUwBFY3mb2nQ6iRDQwYY2,206400,4
0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,audio_features,7nD9nN3jord9wWcfW3Gkcm,spotify:track:7nD9nN3jord9wWcfW3Gkcm,https://api.spotify.com/v1/tracks/7nD9nN3jord9wWcfW3Gkcm,https://api.spotify.com/v1/audio-analysis/7nD9nN3jord9wWcfW3Gkcm,210573,4
0.731,0.727,7,-5.608,0,0.0356,0.0295,4.56e-06,0.171,0.601,120.968,audio_features,7Ct0Q46k5PkXzYiNE5D2dn,spotify:track:7Ct0Q46k5PkXzYiNE5D2dn,https://api.spotify.com/v1/tracks/7Ct0Q46k5PkXzYiNE5D2dn,https://api.spotify.com/v1/audio-analysis/7Ct0Q46k5PkXzYiNE5D2dn,160009,4
0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,audio_features,1CUVN2kn7mW5FjkqXTR2W1,spotify:track:1CUVN2kn7mW5FjkqXTR2W1,https://api.spotify.com/v1/tracks/1CUVN2kn7mW5FjkqXTR2W1,https://api.spotify.com/v1/audio-analysis/1CUVN2kn7mW5FjkqXTR2W1,196613,4
0.695,0.672,1,-6.109,0,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,audio_features,4qqArAiTPueDxIp7cf87h7,spotify:track:4qqArAiTPueDxIp7cf87h7,https://api.spotify.com/v1/tracks/4qqArAiTPueDxIp7cf87h7,https://api.spotify.com/v1/audio-analysis/4qqArAiTPueDxIp7cf87h7,235827,4
0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,audio_features,2Z8WuEywRWYTKe1NybPQEW,spotify:track:2Z8WuEywRWYTKe1NybPQEW,https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW,https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW,214507,4
0.464,0.771,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.777,audio_features,27PmvZoffODNFW2p7ehZTQ,spotify:track:27PmvZoffODNFW2p7ehZTQ,https://api.spotify.com/v1/tracks/27PmvZoffODNFW2p7ehZTQ,https://api.spotify.com/v1/audio-analysis/27PmvZoffODNFW2p7ehZTQ,198237,4
0.786,0.687,0,-5.914,1,0.141,0.00758,0.0,0.619,0.345,105.021,audio_features,6cREm4bV7V79Yxdilx9HDo,spotify:track:6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/tracks/6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/audio-analysis/6cREm4bV7V79Yxdilx9HDo,215160,4
0.689,0.791,5,-5.071,0,0.0343,0.229,0.000139,0.125,0.659,124.005,audio_features,3IFfjjPJRbIC9f7fY9CGZx,spotify:track:3IFfjjPJRbIC9f7fY9CGZx,https://api.spotify.com/v1/tracks/3IFfjjPJRbIC9f7fY9CGZx,https://api.spotify.com/v1/audio-analysis/3IFfjjPJRbIC9f7fY9CGZx,190073,4
0.799,0.738,9,-9.043,1,0.118,0.0485,0.34,0.0603,0.397,128.051,audio_features,45sGyAtAxD6efaN0bJAFgh,spotify:track:45sGyAtAxD6efaN0bJAFgh,https://api.spotify.com/v1/tracks/45sGyAtAxD6efaN0bJAFgh,https://api.spotify.com/v1/audio-analysis/45sGyAtAxD6efaN0bJAFgh,137661,4
0.704,0.811,8,-5.662,1,0.0734,0.152,0.0,0.202,0.676,114.949,audio_features,2Ro1i5jA2krJYkFJOrRrFa,spotify:track:2Ro1i5jA2krJYkFJOrRrFa,https://api.spotify.com/v1/tracks/2Ro1i5jA2krJYkFJOrRrFa,https://api.spotify.com/v1/audio-analysis/2Ro1i5jA2krJYkFJOrRrFa,221433,4
